Account,User Name,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Views,Like and View Counts Disabled,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Overperforming Score (weighted  —  Likes 1x Comments 1x ),Description_Translated,Description_Sentiment,Image_Text_Translated,Image_Text_Sentiment
Robert Zorzato,robertzorzato,,2022-11-05 17:46:50 EDT,2022-11-05,17:46:50,Video,104,70,34,1985,False,https://www.instagram.com/tv/CkmESTYMMwh/,https://www.instagram.com/tv/CkmESTYMMwh/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314659392_1565300767237166_7682241061900663863_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=E8irVTqy-20AX-xGxHd&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDQYc4ISBLMuIlm7E-snVEusUK5qEZ2sRFInod0qQwjtg&oe=643FE230,,,,,,2.36,Nan,0.0,,0.0
Serginho Agrella,serginhoagrella,,2022-11-05 16:25:31 EDT,2022-11-05,16:25:31,Photo,4,4,0,0,False,https://www.instagram.com/p/Ckl7Rmiuplp/,https://www.instagram.com/p/Ckl7Rmiuplp/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314557286_114723851436018_7876638857185823660_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=WkMKa-jrjtQAX-mbZBK&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCUhkS_FBDEQrrwagFwrU1gZFtWX1nqvjwrzTl_rZdxpw&oe=63CB0FA3,,"Hoje tem Música Boa na Estação Bar e Choperia, muito Sertanejo com Luciano Reys 🎼🎶🎸🎵
Vem Pra cá Galera!

Informações☎️(16) 99264-2832","SABADÃO com muita música ESTAÇÃO BARECHOPERIA ECHOPERIA BAR Apresentaçãode LUCiAnO REYS AOVIVO VIVO Local; Rua: Saldanha Marinho, 10 Centro Cravinhos/SP Informações; (16)99264-2832",,,-27.5,"Today has good music at Bar e Choperia Station, very backcountry with Luciano Reys 🎼🎶🎸🎵
Come here guys!

Information 14 (16) 99264-2832",0.4926,,0.0
WESLEY ROS,wesleyros,270422.0,2022-11-05 16:02:43 EDT,2022-11-05,16:02:43,Photo,789,783,6,0,False,https://www.instagram.com/p/Ckl4qsAJ1ts/,https://www.instagram.com/p/Ckl4qsAJ1ts/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313923547_1493536441133182_6850127955341606427_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=PewUvfmkseUAX_cIMTg&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAsv_lgLDvE5jeSFfeg7bU0PHcLQBd4wJ75d21UTvoWmA&oe=639AAB46,,Amanhã as 5pm na @adlondres 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇧🇷 TE VEJO LÁ!!!!,の Wesley Ros CEIA LONDRES 06 NOV 5PM 155 ACTON LANE LONDRES NW 10 7NJ CAMPANHA PORÇÃO DOBRADA AP. WESLEY ALVES WESLEYROS PASTORWESLEYROS WESLEYROS WESLEYROS ADLONDRES ONDRES WESLEY ROSOFICAL,,,-4.11,Tomorrow 5pm at @adlondres 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇧🇷 I see you there !!!!,0.0,の Wesley Ros Supper London 06 Nov 5pm 155 Acton Lane London NW 10 7NJ Folded portion campaign ap.Wesley Alves Wesleyros PastorWesleyros Wesleyros Wesleyros Wesley Wesley Rosoficial,0.0
Serginho Agrella,serginhoagrella,,2022-11-05 13:35:54 EDT,2022-11-05,13:35:54,Photo,55,53,2,0,False,https://www.instagram.com/p/Ckln3TFue8z/,https://www.instagram.com/p/Ckln3TFue8z/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314397165_1337692170325940_8369239545042042611_n.jpg?_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=amIY309CTHEAX_BJCsy&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDZbKBeC0mplR1jT9D9UZu3aMbu12TDYYH_-L_yRk2wSg&oe=63CC3F53,,05/11/22 em Frente ao Quartel 5CSM - Ribeirão Preto-SP,RC RCIT 3,,,-2.0,05/11/22 in front of the barracks 5csm - Ribeirão Preto -SP,0.0,RC RCIT 3,0.0
Núbia Modista,nubiamodista,,2022-11-05 09:15:16 EDT,2022-11-05,09:15:16,Photo,21,21,0,0,False,https://www.instagram.com/p/CklKCWMAzlB/,https://www.instagram.com/p/CklKCWMAzlB/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313932595_793230355101784_2096961948789871073_n.webp?stp=dst-jpg&_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=uQz3n-T6bkEAX8dLv3b&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCknyPWGlbw7oCVWiw8zlGn3Sl0iqrOqGCuOCV2bniXug&oe=64952FDD,,A caminho do comando Militar do Leste,,,,-4.95,On the way to the East Military Command,0.0,Nan,0.0
🔹𝓟𝓻. 𝓣𝓱𝓲𝓪𝓰𝓸 𝓑𝓮𝔃𝓮𝓻𝓻𝓪,ofc.thiago_pr,68594.0,2022-11-05 04:19:49 EDT,2022-11-05,04:19:49,Photo,83,76,7,0,False,https://www.instagram.com/p/CkkoOgxOwfP/,https://www.instagram.com/p/CkkoOgxOwfP/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314351417_991440645577675_7445394051558031355_n.webp?stp=dst-jpg&_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=IMbbF_vGaMIAX-58EZ7&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAypTPaQVKqSepou25uFfs5CAoP_kFY5nUwBQqTiQ-b5w&oe=63E7130E,,"Bom dia gente educada!
Êxodo 14:14",DEVOCIONAL DE HOJE FIQUEM DESPREOCUPADOSO LEÃO NUNCA DORME! NÃO SEI 0 QUE VOCÊ PRECISA MAIS 0 SENHOR TE OUVIRA E TRARÁ UMA GRANDE PROVIDÊNCIA @PR.THIAGO_BEZERRA,,,-2.05,"Good morning educated people!
Exodus 14:14",0.4926,Today's devotional are carefree the lion never sleeps!I don't know what you need more than you will hear you and will bring a great providence @pr.thiago_bezerra,0.8516
Robson Stenpim,robson.stenpim,,2022-11-04 22:42:12 EDT,2022-11-04,22:42:12,Photo,9,9,0,0,False,https://www.instagram.com/p/CkkBltRt5XX/,https://www.instagram.com/p/CkkBltRt5XX/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314348235_870875523910846_1423012939174371255_n.webp?stp=dst-jpg&_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=sPLTomyUqqAAX8sUTvg&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfD2LAVl2eJ6WHv8fn_j2QCJopnxhbil8JjEWGVR_EWcBA&oe=6497AE76,,"Brazil was stolen
#brazilwasstolen",,,,-2.67,"BRAZIL WAS STOLEN
#brazilwastolen",-0.6037,Nan,0.0
Serginho Agrella,serginhoagrella,,2022-11-04 21:09:14 EDT,2022-11-04,21:09:14,Photo,57,49,8,0,False,https://www.instagram.com/p/Ckj28tKrhcd/,https://www.instagram.com/p/Ckj28tKrhcd/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313931161_589416932940963_339297806831339972_n.webp?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=hkORtLvYn6sAX9_H6V8&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCh5FN2B1JmMPnFleERDn_cLS25CeGgxkwHW6mjrsjADA&oe=63CC6141,,Continuaremos nas Ruas🇧🇷👍🏼👊🏼,ORIENE FCRESSO BRESSO NÃO DESISTA DO SEU PAIS VEM PRA RUA é agora ou nunca mais Sábado e Domingo na frente dos quarteis,,,-1.93,We will continue on the streets🇧🇷👍🏼👊🏼,0.0,,0.0
Leandro Alves,leandro__consultor_de_imoveis,,2022-11-04 20:52:58 EDT,2022-11-04,20:52:58,Photo,2,2,0,0,False,https://www.instagram.com/p/Ckj1Fl_OKEO/,https://www.instagram.com/p/Ckj1Fl_OKEO/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313941220_3355403468063317_6131966586174041313_n.webp?stp=dst-jpg&_nc_cat=110&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=h6gWfEZZPAYAX8tLRG2&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCuuRaRgEGVVeMPvCxLn7kPLJlW5fwhESV3n5HgrvZnTA&oe=648D913C,,Ease,,,,-98.0,Ease,0.3612,Nan,0.0
🔹𝓟𝓻. 𝓣𝓱𝓲𝓪𝓰𝓸 𝓑𝓮𝔃𝓮𝓻𝓻𝓪,ofc.thiago_pr,68613.0,2022-11-04 18:50:24 EDT,2022-11-04,18:50:24,Photo,65,62,3,0,False,https://www.instagram.com/p/CkjnD6MO-uU/,https://www.instagram.com/p/CkjnD6MO-uU/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313844131_635780488239275_2505794617562211600_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Nkta5o7J9RwAX_8n0ub&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAgivhkDgEOIdS8WjU7v2i9T-PesHe3SEA6g-rgbsIZXQ&oe=63E7E06F,,P. A. C. I. F. I. C. O,"SEJA PACÍFICO PORQUE ALGUÉM QUE TEM ATITUDES POVO QUE DIZ QUE CRISTÃO TEM QUE SER PACÍFICO, TEM QUE LEMBRAR QUE ALGUÉM ""LUTOU"" PELA PACIFICAÇÃO! (PACIFICADOR=ALGUÉM CAPAZ DE PROMOVER APAZEELA MUITAS DAS VEZES NÃO ESTA ÂMBITO SÓ DAS LAVRAS MAS AGIR COM EMPATIA COM VERDADE E JUSTIÇA) @PR.THIAGO_BEZERRA",,,-2.62,P. A. C. I. F. I. C.,0.0,"Be peaceful because someone who has people who say that Christian has to be peaceful, have to remember that someone ""fought"" for pacification!(Pacifier = Someone capable of promoting ApAzeela many times this is not just the Lavras but act with empathy with truth and justice) @pr.thiago_bezerra",0.9176
🔹𝓟𝓻. 𝓣𝓱𝓲𝓪𝓰𝓸 𝓑𝓮𝔃𝓮𝓻𝓻𝓪,ofc.thiago_pr,68613.0,2022-11-04 18:32:18 EDT,2022-11-04,18:32:18,Photo,35,35,0,0,False,https://www.instagram.com/p/Ckjk_VGuQ-c/,https://www.instagram.com/p/Ckjk_VGuQ-c/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314363053_220833280287669_2556833999064560778_n.webp?stp=dst-jpg&_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=gFRt254UAHUAX9QOGBc&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBGfSPnQRhmovLj_F7aY4c7eMQyfwgGiI4JpJSROY5mgg&oe=63DFB585,,E essa culpa eu não levarei sobre meus ombros e consciência! 04/11/2022,NÃO SE ESQUEÇA TODA OMISSÃO JÁ É UMA POSIÇÃO! @PR.THIAGO_BEZERRA,,,-1.91,And this guilt I will not take over my shoulders and conscience!04/11/2022,-0.3382,,0.0
Gilson da Autoescola,gilsondaautoescola,,2022-11-04 17:56:20 EDT,2022-11-04,17:56:20,Album,76,70,6,0,False,https://www.instagram.com/p/Ckjg3-9psHF/,https://www.instagram.com/p/Ckjg3-9psHF/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313984673_1093478701326040_924968728923850707_n.webp?stp=dst-jpg&_nc_cat=102&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=Dgg_TDTv2GgAX-6Pb7l&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfA-0TCzAoHj0PeVwNF0XiMcHmeJOY8tmLQqVvh0MPzWSQ&oe=6493EEDD,,"QUAL É O SEU SONHO?

Um dos maiores sonhos de muitas crianças é se tornar jogador de futebol e, assim, viver fazendo o que ama e conseguir ter e  dar uma vida melhor à seus familiares.

O "" Projeto Libertad"" visa além das conquistas como atleta, ajudar  também na formação do cidadão e desenvolver habilidades e valores tais como disciplina, trabalho em equipe, respeito à hierarquia, espírito esportivo, realizar sonhos e transpor obstáculos.

.

.

.

#escoladefutebol #projetosocial
#dedicaçao #sonho #esporte #vida
#parceiro #apoie #fé #educação #vereadorGilsondaAutoescola",,,,1.36,"WHAT'S YOUR DREAM?

One of the biggest dreams of many children is to become a soccer player and thus live doing what they love and get and give a better life to their families.

The ""Libertad Project"" aims beyond the achievements as an athlete, also help in the formation of citizen and develop skills and values such as discipline, teamwork, respect for hierarchy, sportsmanship, realize dreams and cross obstacles.

.

.

.

#Scoladefutebol #ProjectoCial
#dedication #shole #sporte #vida
#Prove #Apoie #Faith #Education #VereadorgilSondaAutoescola",0.9717,Nan,0.0
🔹𝓟𝓻. 𝓣𝓱𝓲𝓪𝓰𝓸 𝓑𝓮𝔃𝓮𝓻𝓻𝓪,ofc.thiago_pr,68613.0,2022-11-04 14:50:03 EDT,2022-11-04,14:50:03,Photo,32,32,0,0,False,https://www.instagram.com/p/CkjLjfouzKh/,https://www.instagram.com/p/CkjLjfouzKh/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314262441_201605155653962_5522646761314200960_n.webp?stp=dst-jpg&_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=TDclP1gcWV8AX8lF1QW&_nc_oc=AQlqMSh9YkkbY3QPV8vCRqXcfYXbJ3FI8r5Shmx-Rmx7IhlI8WvE_ZEGD644btVeO08&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCUTfQmz7ile_RinTEm5YO8sVnOSLp4UQnp2p2ETQSTaA&oe=63D6EDCE,,"Conheço as tuas obras, que nem és frio nem quente; quem dera foras frio ou quente!

Assim, porque és morno, e não és frio nem quente, vomitar-te-ei da minha boca.

Apocalipse 3:15,16",DEVOCIONAL DE HOJE DEUS NÃO PRECISA DE UMA IGREJA MORNA IGREJAS MORNAS SÃO MEDÍOCRES TALVEZ A MELHOR DEFINIÇÃO PARA MEDÍOCRES CONFORMISMO @PR.THIAGO_BEZERRA,,,-1.78,"I know your works, which are neither cold nor hot;Who had been cold or hot!

So, because you are warm, and you are not cold or hot, I will vomit you from my mouth.

Revelation 3: 15.16",0.2942,Devotional today God does not need a warm warm church are mediocre perhaps the best definition for mediocre conformism @pr.thiago_bezerra,0.8287
🔹𝓟𝓻. 𝓣𝓱𝓲𝓪𝓰𝓸 𝓑𝓮𝔃𝓮𝓻𝓻𝓪,ofc.thiago_pr,68613.0,2022-11-04 14:34:27 EDT,2022-11-04,14:34:27,Photo,32,32,0,0,False,https://www.instagram.com/p/CkjJxT0O-XD/,https://www.instagram.com/p/CkjJxT0O-XD/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313851357_813003243087095_3972105007950437078_n.webp?stp=dst-jpg&_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=jA5Rp6iTJKUAX-6ExJ-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBRBkmSuhqkjyI0uvGZGbatmVUKVuRBc79s_Hy1QSg29A&oe=63D79129,,Os ausentes nunca têm razão!,"#POLÍTICA HÁ UMA FRASE DE QUE GOSTO MUITO E QUE, PARA MIM, ÉA É EXPRESSÃO DA PRESENÇA POLÍTICA: ""OS AUSENTES NUNCA TÊM RAZÃO"". EMBORA PUDESSEM ESTAR COM ALGUMA RAZÃO, ELES A A PERDEM PELO FATO DE SE AUSENTAREM! MARIO SERGIO CORTELLA @PR.THIAGO_BEZERRA",,,-1.78,The absent are never right!,0.0,,0.0
Leandro Alves,leandro__consultor_de_imoveis,,2022-11-04 14:30:31 EDT,2022-11-04,14:30:31,Photo,18,13,5,0,False,https://www.instagram.com/p/CkjJUgtuLlI/,https://www.instagram.com/p/CkjJUgtuLlI/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/314259220_858023125217529_8808516400150314321_n.webp?stp=dst-jpg&_nc_cat=105&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=7GrppQz1u08AX_doXgx&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAQKieJ4Z9ztYXOJy75-7wYwHx_N-dexXICwgf8yFwWcw&oe=648E4B3C,,Almoço com a turma @carlos.ribeiro.adv,,,,-10.89,Lunch with the class @carlos.ribeiro.adv,0.0,,0.0
Jose Vasconcelos Viana,josevasconcelosviana,,2022-11-04 13:39:52 EDT,2022-11-04,13:39:52,Photo,73,69,4,0,False,https://www.instagram.com/p/CkjDhhmJZiG/,https://www.instagram.com/p/CkjDhhmJZiG/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313846450_1528306717670823_3421080965815513289_n.webp?stp=dst-jpg&_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=hRoPYjlcyCwAX9tcxks&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfA5-QQdE8XOAgldvIDAvt5q00CEob0s_l8oYhbgUxmWlQ&oe=63C002F2,,"Acredito. Confia!
.
.
.
.
.
.
.
.
.
.
#Brasil #bolsonaropresidente #bolsonaro #eleição",,,,-4.22,"I believe.Trust!
.
.
.
.
.
.
.
.
.
.
#Brasil #bolsonarorpresident #bolsonaro #election",0.0,Nan,0.0
Sergio Brucutu,sergio_brucutu,,2022-11-04 12:08:05 EDT,2022-11-04,12:08:05,Photo,76,71,5,0,False,https://www.instagram.com/p/Cki5BUgqouM/,https://www.instagram.com/p/Cki5BUgqouM/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/314462331_846276769842836_2628154378833369509_n.jpg?_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=dHzx3zPhDpcAX_2hZKG&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfDBA2xJb-MWTb7ohyJDIGGviKYd0kSn-8co8JY0vLjzfg&oe=6462FC98,,Onde sempre serei uma criança,,,,1.09,Where will I always be a child,0.0,Nan,0.0
WESLEY ROS,wesleyros,270145.0,2022-11-03 22:59:38 EDT,2022-11-03,22:59:38,Album,"27,895",26999,896,182377,False,https://www.instagram.com/p/CkheyhmNjVB/,https://www.instagram.com/p/CkheyhmNjVB/,https://scontent-sea1-1.cdninstagram.com/v/t51.36329-15/313791581_122837497257061_1492739381163394294_n.jpg?_nc_cat=104&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=CsqeM7CyiEEAX8FZ-k3&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDPVdOTNibClm4C2mwV0P6ioDxsoPzw-t3hC7pfZtoyIA&oe=64950E8C,,"SABE PORQUE DAVI não perguntou a SAUL como matar gigantes??? - Porque SAUL nunca tinha matado um gigante… ou seja, “NÃO DE OUVIDOS AOS QUE ESTÃO DEBAIXO DO COBERTOR, CRITICANDO  A RESISTÊNCIA” 👊🏾 Vem pra rua e se espelhe em milhares que estão aqui no frio e na chuva lutando pelo País!!! 

#intervencaofederal #fechadocombolsonaro #wesleyros",,,,28.76,"Do you know why David didn't ask Saul how to kill giants ???- Because Saul had never killed a giant… that is, “not listening to those under the blanket, criticizing the resistance” 👊🏾 Come to the street and mirror in thousands that are here in the cold and in the rain fighting around the country !!!

#Intervencaofderal #Fechadocombolsonaro #wesleyros",-0.8189,Nan,0.0
Robson Stenpim,robson.stenpim,,2022-11-03 21:03:33 EDT,2022-11-03,21:03:33,Video,17,16,1,114,False,https://www.instagram.com/tv/CkhRfJwpXQW/,https://www.instagram.com/tv/CkhRfJwpXQW/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313917909_512104857443880_6857863583302565382_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=UKGaTQQ-uNMAX_umBCn&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBtHQNvtKYNtNgnILQzP9zx1KbKzNnlUBhavxq3tu6TTA&oe=6497315F,,Forte do Pinheirinho 03/11/2022 22:00,,,,-1.41,Fort of Pinheirinho 03/11/2022 22:00,0.0,Nan,0.0
Robert Zorzato,robertzorzato,,2022-11-03 18:14:10 EDT,2022-11-03,18:14:10,Photo,176,55,121,0,False,https://www.instagram.com/p/Ckg-Hq9vJY5/,https://www.instagram.com/p/Ckg-Hq9vJY5/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313983587_1386059972160878_5260935845249118616_n.webp?stp=dst-jpg&_nc_cat=108&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=MyVtKoasaAoAX-Nsf2U&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfAjAjcTjQ6tTT_irno9ccNK_3USjcPFhg1KVYe0mjtlJg&oe=643E6B12,,Queremos saber!,,,,3.74,We want to know!,0.1511,Nan,0.0
Sergio Brucutu,sergio_brucutu,,2022-11-03 08:09:10 EDT,2022-11-03,08:09:10,Photo,41,40,1,0,False,https://www.instagram.com/p/Ckf44hXON7m/,https://www.instagram.com/p/Ckf44hXON7m/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/313805422_635835871418075_4654003888199197694_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=TiM3yOTKax4AX93jvew&_nc_oc=AQnq52ZRj4yxgu3hc8hBqcaw3fjLKv222_09LQD5egpC45kVlwIIlkCl5fENrDudGmc&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfCUXzVzlMSFbyUpFEn_zuPDBcl4AZZBjfKCGqFIyNRiEQ&oe=64644676,,"Cheguei em Vitória! 
A festa vai começar!!!

@mestresapeba & CIA",,,,-1.71,"I arrived in victory!
The party will start!!!

@mestresapeba & cia",0.5951,Nan,0.0
WESLEY ROS,wesleyros,268680.0,2022-11-03 01:34:10 EDT,2022-11-03,01:34:10,Video,"7,431",6891,540,29118,False,https://www.instagram.com/tv/CkfLpu9qfYt/,https://www.instagram.com/tv/CkfLpu9qfYt/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313913359_654664482934198_4605350958567159008_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=V0cReqQfDrkAX92NKqi&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBC92EequQIkZg6PEyUvd0UmuO49w1tnnU4WFqzo9ImVA&oe=649627D3,,Boa madrugada PATRIOTAAAAA,,,,2.52,Good dawn patriotaaaaa,0.4404,,0.0
Robson Stenpim,robson.stenpim,,2022-11-02 19:40:24 EDT,2022-11-02,19:40:24,Video,20,18,2,97,False,https://www.instagram.com/tv/CkejKx9JBJH/,https://www.instagram.com/tv/CkejKx9JBJH/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313846703_141140508678507_2582102565318314647_n.jpg?_nc_cat=100&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=0mNyJIMb6CwAX-lOYNK&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfBe8s70eCFcSAEfB5AIvcQnsqNo8K1pUAVRL3IxGUt2xQ&oe=6496CBAB,,02/11/2022 Forte do Boqueirão 20:30,,,,-1.2,02/11/2022 Fort of Boqueirão 20:30,0.0,Nan,0.0
Leandro Alves,leandro__consultor_de_imoveis,,2022-11-02 16:52:59 EDT,2022-11-02,16:52:59,Photo,1,1,0,0,False,https://www.instagram.com/p/CkeQCLMOGLx/,https://www.instagram.com/p/CkeQCLMOGLx/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313328948_124636090399478_1058418512058300546_n.webp?stp=dst-jpg&_nc_cat=103&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=wMKqjcmxcosAX9CiNQe&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfA4Ktn9yd9UWvwKzfMpU8kU3tWWjGEsfKRPylPFqjU1vQ&oe=648DED1E,,Tenho certeza  que foram os brasileiros que criaram o marketing,,,,-196.0,I'm sure it was the Brazilians who created marketing,0.5106,,0.0
Serginho Agrella,serginhoagrella,,2022-11-02 16:44:02 EDT,2022-11-02,16:44:02,Video,87,78,9,856,False,https://www.instagram.com/tv/CkeO_NXjdPZ/,https://www.instagram.com/tv/CkeO_NXjdPZ/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313362970_546537630616967_1014905428816982644_n.jpg?_nc_cat=111&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=WgkgSCfV92kAX__wI5E&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfDMv0iegEBcv6DCOCS26mpGWGero8daz0ICVwteIh4CyQ&oe=63CC97F1,,Um pouco sobre a Manifestação de Ribeirão Preto!,,,,-1.09,A little about the demonstration of Ribeirão Preto!,0.1099,Nan,0.0
WESLEY ROS,wesleyros,266936.0,2022-11-02 11:49:55 EDT,2022-11-02,11:49:55,Photo,"12,978",12640,338,0,False,https://www.instagram.com/p/CkdtWdXLa8f/,https://www.instagram.com/p/CkdtWdXLa8f/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313413385_863285048031878_2044789892091639342_n.jpg?_nc_cat=101&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=8O2Q2adXK2cAX9df9S8&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCedrN23s1jWSmiFmtww9Tj0qMmwDUTRfp3oJjwhLfOBA&oe=64966981,,😢😢😢🚨 oremos!,Hoje as 14:30 eu soltarei lá no meu canal YouTube/wesleyrosoficial uma bomba sobre as fraudes E QUE DEUS ME GUARDE,,,4.0,😢😢😢🚨 Let's pray!,-0.807,Today at 14:30 I will let go there on my YouTube/Wesleyrosoficial channel a bomb over the fraud and that God keep me,-0.7096
Firmino.Daywydy,firmino.daywydy,,2022-11-02 10:50:40 EDT,2022-11-02,10:50:40,Video,20,18,2,109,False,https://www.instagram.com/tv/CkdmjH2JQlt/,https://www.instagram.com/tv/CkdmjH2JQlt/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/313789806_454347466593072_8919457388153137546_n.jpg?_nc_cat=106&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=z-daT75m9kMAX-u9vM4&_nc_oc=AQmYm0ks3q0RojWaMKrubsjnXrbMD9j5xaY1bQaDx0ktvZeaFZ8UCg336pJNkyhhLyM&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AfCD-zWMP9QW2yrFygDtTn7nAGJDceJ5Zf5mFJcnDJieow&oe=649788C7,,Vamos para as ruas!,,,,0.0,Let's go to the streets!,0.0,Nan,0.0
André da Maria Gorda,andremariagorda,368263.0,2022-11-02 09:17:14 EDT,2022-11-02,09:17:14,Photo,47,47,0,0,False,https://www.instagram.com/p/Ckdb4Ifr2ei/,https://www.instagram.com/p/Ckdb4Ifr2ei/,https://scontent-fco2-1.cdninstagram.com/v/t51.29350-15/313845904_134803072675032_2034868092169707812_n.jpg?_nc_cat=109&ccb=1-7&_nc_sid=8ae9d6&_nc_ohc=DisVnFuHEJcAX-PmeS6&_nc_oc=AQkKPm9wneipzrLM3brTdwk4WUB_N_OWUS5Vgm2JGQIdNpUekc8pGeFl9OmhT5LXZZg&_nc_ht=scontent-fco2-1.cdninstagram.com&oh=00_AfC0Xjp5k2xPUcQtKHmdL0u-lGzBNu8VRyz16zGE5iFY0w&oe=6463ACA1,,"Ops!!! A @feijoadadamariagorda está aberta os 365 dias visse!!!

#vemsimbora",,,,-1.26,"Oops !!!@Feijoadamariagorda is open the 365 days to see !!!

#VemSimbora",0.0,Nan,0.0
